message,label
Your account statement for 754 is now available.,safe
Your order #5196 has been shipped.,safe
You are selected for a loan of $553. Apply here: http://bit.ly/8905,fraud
You are selected for a loan of $241. Apply here: http://bit.ly/1945,fraud
Account suspension notice! Click 4284 to reactivate.,fraud
Your bill of $905 is due on November.,safe
Your OTP is 3441. Please do not share it with anyone.,safe
You are selected for a loan of $1905. Apply here: http://bit.ly/2289,fraud
You are selected for a loan of $209. Apply here: http://bit.ly/2993,fraud
Urgent! Your credit card will be blocked. Action required: 2674,fraud
Your package with tracking number 5080 is in transit.,safe
Your order #9622 has been shipped.,safe
Account suspension notice! Click 1621 to reactivate.,fraud
Confirm your password immediately: 894,fraud
You are selected for a loan of $3424. Apply here: http://bit.ly/9487,fraud
Your subscription for 9802 has been renewed.,safe
Your order #7065 has been shipped.,safe
You are selected for a loan of $4417. Apply here: http://bit.ly/5481,fraud
Your package with tracking number 6454 is in transit.,safe
Payment of $8252 was successfully processed.,safe
Account suspension notice! Click 1247 to reactivate.,fraud
Your subscription for 8533 has been renewed.,safe
Reminder: Your appointment is scheduled for 5417.,safe
Your account has been compromised. Verify now: 4598,fraud
Your subscription for 4467 has been renewed.,safe
Your account has been compromised. Verify now: 3622,fraud
Your account statement for 4589 is now available.,safe
Your account has been compromised. Verify now: 3769,fraud
Unauthorized login attempt detected. Verify your account: 1911,fraud
Win a new iPhone! Click 4961 to enter.,fraud
Urgent! Your credit card will be blocked. Action required: 3928,fraud
Congratulations! You won $1671. Click here to claim: http://bit.ly/4308,fraud
Your OTP is 8813. Please do not share it with anyone.,safe
Your subscription for 408 has been renewed.,safe
You are selected for a loan of $1697. Apply here: http://bit.ly/7469,fraud
Urgent! Your credit card will be blocked. Action required: 4347,fraud
You have an unpaid invoice of $2267. Pay now: http://bit.ly/3741,fraud
Your bank account ending with 4169 has been credited with $December.,safe
Your order #2299 has been shipped.,safe
Your account statement for 3497 is now available.,safe
You have an unpaid invoice of $1015. Pay now: http://bit.ly/8051,fraud
Your account statement for 8732 is now available.,safe
Confirm your password immediately: 3564,fraud
Your bill of $9016 is due on December.,safe
Your bank account ending with 6926 has been credited with $August.,safe
Your bank account ending with 4335 has been credited with $August.,safe
Congratulations! You won $2481. Click here to claim: http://bit.ly/2645,fraud
Account suspension notice! Click 3553 to reactivate.,fraud
You are selected for a loan of $132. Apply here: http://bit.ly/2855,fraud
Your account statement for 2751 is now available.,safe
Your OTP is 9398. Please do not share it with anyone.,safe
Your bill of $7691 is due on December.,safe
Your account statement for 536 is now available.,safe
Your bank account ending with 8478 has been credited with $October.,safe
Your bill of $8462 is due on September.,safe
You are selected for a loan of $2088. Apply here: http://bit.ly/6956,fraud
Payment of $5039 was successfully processed.,safe
Your bank account ending with 4458 has been credited with $December.,safe
Urgent! Your credit card will be blocked. Action required: 2405,fraud
Account suspension notice! Click 3253 to reactivate.,fraud
Your account has been compromised. Verify now: 627,fraud
Payment of $4391 was successfully processed.,safe
Win a new iPhone! Click 3654 to enter.,fraud
Reminder: Your appointment is scheduled for 3775.,safe
Thank you for your payment of $3444.,safe
Your bill of $7844 is due on December.,safe
Unauthorized login attempt detected. Verify your account: 3736,fraud
Your bank account ending with 1200 has been credited with $August.,safe
Confirm your password immediately: 803,fraud
Unauthorized login attempt detected. Verify your account: 3172,fraud
Account suspension notice! Click 266 to reactivate.,fraud
Your account has been compromised. Verify now: 2424,fraud
You are selected for a loan of $2316. Apply here: http://bit.ly/5819,fraud
Urgent! Your credit card will be blocked. Action required: 2418,fraud
Your subscription for 7539 has been renewed.,safe
Your bank account ending with 8857 has been credited with $November.,safe
You have an unpaid invoice of $2163. Pay now: http://bit.ly/2733,fraud
Account suspension notice! Click 4033 to reactivate.,fraud
Reminder: Your appointment is scheduled for 2363.,safe
You have an unpaid invoice of $3665. Pay now: http://bit.ly/3846,fraud
Your subscription for 9311 has been renewed.,safe
Urgent! Your credit card will be blocked. Action required: 4542,fraud
Confirm your password immediately: 650,fraud
Your OTP is 3913. Please do not share it with anyone.,safe
Urgent! Your credit card will be blocked. Action required: 4624,fraud
Unauthorized login attempt detected. Verify your account: 3185,fraud
Your bill of $5979 is due on August.,safe
Thank you for your payment of $9909.,safe
Your order #3607 has been shipped.,safe
You received a prize of $3433. Visit http://bit.ly/5059 to claim it.,fraud
Your package with tracking number 7236 is in transit.,safe
Thank you for your payment of $363.,safe
Thank you for your payment of $5454.,safe
Reminder: Your appointment is scheduled for 4905.,safe
Reminder: Your appointment is scheduled for 8350.,safe
Your account has been compromised. Verify now: 3879,fraud
Reminder: Your appointment is scheduled for 1251.,safe
Your account statement for 9037 is now available.,safe
Your bank account ending with 9383 has been credited with $December.,safe
Account suspension notice! Click 1390 to reactivate.,fraud
You are selected for a loan of $619. Apply here: http://bit.ly/8403,fraud
Confirm your password immediately: 4632,fraud
Urgent! Your credit card will be blocked. Action required: 4740,fraud
Confirm your password immediately: 1103,fraud
Unauthorized login attempt detected. Verify your account: 1663,fraud
Your account statement for 7617 is now available.,safe
Account suspension notice! Click 2718 to reactivate.,fraud
Your account statement for 1839 is now available.,safe
Your account statement for 1133 is now available.,safe
You have an unpaid invoice of $2325. Pay now: http://bit.ly/2128,fraud
Thank you for your payment of $7581.,safe
Your package with tracking number 2573 is in transit.,safe
You are selected for a loan of $4305. Apply here: http://bit.ly/6604,fraud
Your order #1060 has been shipped.,safe
Confirm your password immediately: 3236,fraud
Your order #2740 has been shipped.,safe
Congratulations! You won $1648. Click here to claim: http://bit.ly/9353,fraud
Your package with tracking number 5582 is in transit.,safe
Your package with tracking number 4190 is in transit.,safe
Account suspension notice! Click 238 to reactivate.,fraud
You have an unpaid invoice of $3746. Pay now: http://bit.ly/5222,fraud
Reminder: Your appointment is scheduled for 9422.,safe
Thank you for your payment of $745.,safe
Congratulations! You won $844. Click here to claim: http://bit.ly/6682,fraud
Your bill of $6997 is due on December.,safe
Reminder: Your appointment is scheduled for 6958.,safe
Your order #2520 has been shipped.,safe
Payment of $3484 was successfully processed.,safe
Your OTP is 8658. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 330.,safe
Urgent! Your credit card will be blocked. Action required: 364,fraud
Thank you for your payment of $3819.,safe
Win a new iPhone! Click 4590 to enter.,fraud
You are selected for a loan of $4658. Apply here: http://bit.ly/9715,fraud
You received a prize of $107. Visit http://bit.ly/4265 to claim it.,fraud
You are selected for a loan of $4420. Apply here: http://bit.ly/8961,fraud
Account suspension notice! Click 4483 to reactivate.,fraud
Reminder: Your appointment is scheduled for 665.,safe
Your subscription for 2472 has been renewed.,safe
Payment of $3966 was successfully processed.,safe
Your order #9757 has been shipped.,safe
Account suspension notice! Click 4503 to reactivate.,fraud
Your subscription for 871 has been renewed.,safe
Your OTP is 7568. Please do not share it with anyone.,safe
Your bank account ending with 7634 has been credited with $August.,safe
Thank you for your payment of $4088.,safe
Your bank account ending with 7962 has been credited with $August.,safe
Payment of $903 was successfully processed.,safe
You received a prize of $4823. Visit http://bit.ly/6471 to claim it.,fraud
Your account has been compromised. Verify now: 1875,fraud
You have an unpaid invoice of $469. Pay now: http://bit.ly/1203,fraud
Unauthorized login attempt detected. Verify your account: 1889,fraud
Unauthorized login attempt detected. Verify your account: 4785,fraud
Win a new iPhone! Click 161 to enter.,fraud
You received a prize of $4458. Visit http://bit.ly/8714 to claim it.,fraud
Thank you for your payment of $7483.,safe
You have an unpaid invoice of $4022. Pay now: http://bit.ly/1299,fraud
Confirm your password immediately: 493,fraud
Your subscription for 9873 has been renewed.,safe
Your bill of $3120 is due on September.,safe
Your order #9592 has been shipped.,safe
Your package with tracking number 4074 is in transit.,safe
Your bank account ending with 3017 has been credited with $October.,safe
Your OTP is 4494. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 688.,safe
Your bill of $8002 is due on August.,safe
Your subscription for 5469 has been renewed.,safe
Your subscription for 1802 has been renewed.,safe
You have an unpaid invoice of $2249. Pay now: http://bit.ly/9431,fraud
Account suspension notice! Click 3132 to reactivate.,fraud
Your account has been compromised. Verify now: 974,fraud
Urgent! Your credit card will be blocked. Action required: 2891,fraud
You have an unpaid invoice of $922. Pay now: http://bit.ly/5246,fraud
Payment of $4778 was successfully processed.,safe
Your OTP is 7647. Please do not share it with anyone.,safe
Thank you for your payment of $6921.,safe
Your bank account ending with 8672 has been credited with $August.,safe
Unauthorized login attempt detected. Verify your account: 4139,fraud
Thank you for your payment of $7113.,safe
You have an unpaid invoice of $581. Pay now: http://bit.ly/5617,fraud
Payment of $2380 was successfully processed.,safe
Your OTP is 2176. Please do not share it with anyone.,safe
Your account has been compromised. Verify now: 2413,fraud
You have an unpaid invoice of $990. Pay now: http://bit.ly/8595,fraud
Unauthorized login attempt detected. Verify your account: 2453,fraud
Urgent! Your credit card will be blocked. Action required: 4910,fraud
Congratulations! You won $2470. Click here to claim: http://bit.ly/6306,fraud
Account suspension notice! Click 1310 to reactivate.,fraud
Your bill of $2600 is due on November.,safe
Account suspension notice! Click 4285 to reactivate.,fraud
Your subscription for 5833 has been renewed.,safe
Urgent! Your credit card will be blocked. Action required: 4068,fraud
Your subscription for 5679 has been renewed.,safe
Congratulations! You won $2653. Click here to claim: http://bit.ly/1713,fraud
Your OTP is 1021. Please do not share it with anyone.,safe
Unauthorized login attempt detected. Verify your account: 2075,fraud
Your order #3335 has been shipped.,safe
Your package with tracking number 9594 is in transit.,safe
Your bill of $3135 is due on August.,safe
Congratulations! You won $4492. Click here to claim: http://bit.ly/7969,fraud
Reminder: Your appointment is scheduled for 7595.,safe
Your subscription for 3153 has been renewed.,safe
Your account statement for 5273 is now available.,safe
You have an unpaid invoice of $287. Pay now: http://bit.ly/3490,fraud
Reminder: Your appointment is scheduled for 5952.,safe
Unauthorized login attempt detected. Verify your account: 4837,fraud
Your subscription for 4478 has been renewed.,safe
You are selected for a loan of $202. Apply here: http://bit.ly/3915,fraud
Your subscription for 5323 has been renewed.,safe
Congratulations! You won $1430. Click here to claim: http://bit.ly/3249,fraud
Thank you for your payment of $2798.,safe
Unauthorized login attempt detected. Verify your account: 2148,fraud
Your OTP is 6731. Please do not share it with anyone.,safe
Your account has been compromised. Verify now: 2686,fraud
You have an unpaid invoice of $750. Pay now: http://bit.ly/7514,fraud
Your OTP is 4488. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 9323.,safe
You received a prize of $3533. Visit http://bit.ly/4722 to claim it.,fraud
Your OTP is 1825. Please do not share it with anyone.,safe
Your account statement for 7882 is now available.,safe
Your subscription for 8020 has been renewed.,safe
Win a new iPhone! Click 4097 to enter.,fraud
Urgent! Your credit card will be blocked. Action required: 760,fraud
Congratulations! You won $2025. Click here to claim: http://bit.ly/7475,fraud
Your account statement for 6628 is now available.,safe
Your subscription for 1325 has been renewed.,safe
Unauthorized login attempt detected. Verify your account: 3450,fraud
Win a new iPhone! Click 3547 to enter.,fraud
Urgent! Your credit card will be blocked. Action required: 4890,fraud
Thank you for your payment of $4826.,safe
Your package with tracking number 2248 is in transit.,safe
You received a prize of $1001. Visit http://bit.ly/6584 to claim it.,fraud
Your account statement for 4595 is now available.,safe
Your OTP is 963. Please do not share it with anyone.,safe
Urgent! Your credit card will be blocked. Action required: 896,fraud
Confirm your password immediately: 1772,fraud
Your account has been compromised. Verify now: 1008,fraud
You are selected for a loan of $300. Apply here: http://bit.ly/2040,fraud
Urgent! Your credit card will be blocked. Action required: 916,fraud
Reminder: Your appointment is scheduled for 2201.,safe
Confirm your password immediately: 4011,fraud
Win a new iPhone! Click 4368 to enter.,fraud
Your OTP is 5971. Please do not share it with anyone.,safe
Your subscription for 2019 has been renewed.,safe
Your bill of $5514 is due on August.,safe
Urgent! Your credit card will be blocked. Action required: 199,fraud
Your bank account ending with 3377 has been credited with $October.,safe
Your package with tracking number 8658 is in transit.,safe
Urgent! Your credit card will be blocked. Action required: 3311,fraud
You received a prize of $2432. Visit http://bit.ly/6371 to claim it.,fraud
Congratulations! You won $4182. Click here to claim: http://bit.ly/7891,fraud
Reminder: Your appointment is scheduled for 5350.,safe
Your subscription for 5336 has been renewed.,safe
You are selected for a loan of $3460. Apply here: http://bit.ly/2737,fraud
Thank you for your payment of $5000.,safe
Confirm your password immediately: 2413,fraud
Your subscription for 2118 has been renewed.,safe
You have an unpaid invoice of $4023. Pay now: http://bit.ly/5755,fraud
Thank you for your payment of $849.,safe
Your bill of $8249 is due on October.,safe
Confirm your password immediately: 1261,fraud
Your account has been compromised. Verify now: 3755,fraud
You have an unpaid invoice of $675. Pay now: http://bit.ly/8727,fraud
Your subscription for 9487 has been renewed.,safe
Confirm your password immediately: 1617,fraud
Your package with tracking number 1283 is in transit.,safe
Win a new iPhone! Click 1707 to enter.,fraud
You received a prize of $1947. Visit http://bit.ly/2003 to claim it.,fraud
Win a new iPhone! Click 550 to enter.,fraud
Your account statement for 2940 is now available.,safe
Congratulations! You won $4237. Click here to claim: http://bit.ly/4502,fraud
Your OTP is 9402. Please do not share it with anyone.,safe
Your bank account ending with 3487 has been credited with $October.,safe
You received a prize of $291. Visit http://bit.ly/9506 to claim it.,fraud
Urgent! Your credit card will be blocked. Action required: 1308,fraud
Your bill of $8872 is due on October.,safe
Your OTP is 9942. Please do not share it with anyone.,safe
Urgent! Your credit card will be blocked. Action required: 623,fraud
Unauthorized login attempt detected. Verify your account: 1974,fraud
Confirm your password immediately: 3242,fraud
Account suspension notice! Click 2873 to reactivate.,fraud
Thank you for your payment of $2718.,safe
Unauthorized login attempt detected. Verify your account: 2302,fraud
Urgent! Your credit card will be blocked. Action required: 1580,fraud
Urgent! Your credit card will be blocked. Action required: 3698,fraud
You are selected for a loan of $774. Apply here: http://bit.ly/2507,fraud
Your bank account ending with 5436 has been credited with $November.,safe
You received a prize of $3979. Visit http://bit.ly/2853 to claim it.,fraud
You received a prize of $4598. Visit http://bit.ly/9518 to claim it.,fraud
Confirm your password immediately: 1460,fraud
Your account has been compromised. Verify now: 2273,fraud
Your subscription for 313 has been renewed.,safe
Your bank account ending with 4925 has been credited with $October.,safe
Your package with tracking number 2853 is in transit.,safe
Win a new iPhone! Click 1892 to enter.,fraud
Confirm your password immediately: 3222,fraud
Your order #7505 has been shipped.,safe
Unauthorized login attempt detected. Verify your account: 4470,fraud
Reminder: Your appointment is scheduled for 2902.,safe
Your OTP is 5554. Please do not share it with anyone.,safe
Urgent! Your credit card will be blocked. Action required: 1883,fraud
You have an unpaid invoice of $2858. Pay now: http://bit.ly/6459,fraud
Payment of $7998 was successfully processed.,safe
Your package with tracking number 6773 is in transit.,safe
Your bank account ending with 3383 has been credited with $August.,safe
Confirm your password immediately: 1823,fraud
Your order #5216 has been shipped.,safe
Thank you for your payment of $7353.,safe
Your bank account ending with 3839 has been credited with $December.,safe
Your OTP is 2171. Please do not share it with anyone.,safe
Payment of $8010 was successfully processed.,safe
Account suspension notice! Click 1538 to reactivate.,fraud
Unauthorized login attempt detected. Verify your account: 2886,fraud
Win a new iPhone! Click 3594 to enter.,fraud
Urgent! Your credit card will be blocked. Action required: 360,fraud
Win a new iPhone! Click 2366 to enter.,fraud
Your OTP is 8504. Please do not share it with anyone.,safe
Payment of $9616 was successfully processed.,safe
Payment of $9197 was successfully processed.,safe
Unauthorized login attempt detected. Verify your account: 422,fraud
Win a new iPhone! Click 4117 to enter.,fraud
You have an unpaid invoice of $3958. Pay now: http://bit.ly/2652,fraud
Your subscription for 9167 has been renewed.,safe
You have an unpaid invoice of $3870. Pay now: http://bit.ly/1324,fraud
Unauthorized login attempt detected. Verify your account: 4881,fraud
Your account has been compromised. Verify now: 3536,fraud
Win a new iPhone! Click 835 to enter.,fraud
Confirm your password immediately: 3104,fraud
Account suspension notice! Click 3612 to reactivate.,fraud
Your bank account ending with 9091 has been credited with $September.,safe
Your account statement for 2461 is now available.,safe
Your OTP is 6447. Please do not share it with anyone.,safe
Your bill of $4796 is due on December.,safe
Payment of $4470 was successfully processed.,safe
You have an unpaid invoice of $2905. Pay now: http://bit.ly/9786,fraud
You are selected for a loan of $4151. Apply here: http://bit.ly/9711,fraud
Account suspension notice! Click 2128 to reactivate.,fraud
You received a prize of $4738. Visit http://bit.ly/6785 to claim it.,fraud
You received a prize of $2213. Visit http://bit.ly/3794 to claim it.,fraud
Unauthorized login attempt detected. Verify your account: 2012,fraud
Congratulations! You won $2280. Click here to claim: http://bit.ly/5045,fraud
Confirm your password immediately: 3724,fraud
Your bank account ending with 8111 has been credited with $September.,safe
You received a prize of $1613. Visit http://bit.ly/7510 to claim it.,fraud
Payment of $3302 was successfully processed.,safe
Your order #1191 has been shipped.,safe
You received a prize of $1209. Visit http://bit.ly/4019 to claim it.,fraud
Your account statement for 7168 is now available.,safe
Congratulations! You won $959. Click here to claim: http://bit.ly/5570,fraud
Confirm your password immediately: 1766,fraud
Your package with tracking number 9755 is in transit.,safe
Unauthorized login attempt detected. Verify your account: 897,fraud
Your bank account ending with 6326 has been credited with $October.,safe
Thank you for your payment of $1771.,safe
Win a new iPhone! Click 4293 to enter.,fraud
Your account statement for 5901 is now available.,safe
Unauthorized login attempt detected. Verify your account: 3025,fraud
Payment of $5018 was successfully processed.,safe
Urgent! Your credit card will be blocked. Action required: 4262,fraud
Your package with tracking number 5322 is in transit.,safe
Your subscription for 6173 has been renewed.,safe
Your account has been compromised. Verify now: 1077,fraud
Reminder: Your appointment is scheduled for 8736.,safe
Your package with tracking number 6902 is in transit.,safe
Your bank account ending with 5065 has been credited with $November.,safe
You are selected for a loan of $2255. Apply here: http://bit.ly/2161,fraud
You are selected for a loan of $2826. Apply here: http://bit.ly/1033,fraud
Payment of $4705 was successfully processed.,safe
Your account statement for 7674 is now available.,safe
Congratulations! You won $4357. Click here to claim: http://bit.ly/3749,fraud
You have an unpaid invoice of $3601. Pay now: http://bit.ly/5114,fraud
Confirm your password immediately: 2622,fraud
You received a prize of $3989. Visit http://bit.ly/1154 to claim it.,fraud
Your account has been compromised. Verify now: 4363,fraud
You have an unpaid invoice of $1628. Pay now: http://bit.ly/9883,fraud
Your bill of $6413 is due on November.,safe
Your account statement for 6094 is now available.,safe
You received a prize of $1970. Visit http://bit.ly/3311 to claim it.,fraud
Your package with tracking number 749 is in transit.,safe
Your bank account ending with 4276 has been credited with $October.,safe
Your account statement for 4971 is now available.,safe
Your bank account ending with 7301 has been credited with $November.,safe
You have an unpaid invoice of $1171. Pay now: http://bit.ly/6832,fraud
Thank you for your payment of $267.,safe
Account suspension notice! Click 3733 to reactivate.,fraud
You are selected for a loan of $2294. Apply here: http://bit.ly/7325,fraud
You have an unpaid invoice of $2456. Pay now: http://bit.ly/7223,fraud
Your bill of $9675 is due on October.,safe
Reminder: Your appointment is scheduled for 2871.,safe
Your package with tracking number 3740 is in transit.,safe
You are selected for a loan of $4874. Apply here: http://bit.ly/2857,fraud
Your package with tracking number 456 is in transit.,safe
Urgent! Your credit card will be blocked. Action required: 3121,fraud
Your account statement for 9459 is now available.,safe
Reminder: Your appointment is scheduled for 9825.,safe
Your order #2987 has been shipped.,safe
Confirm your password immediately: 2213,fraud
Win a new iPhone! Click 1998 to enter.,fraud
Your account statement for 2402 is now available.,safe
Congratulations! You won $2682. Click here to claim: http://bit.ly/5522,fraud
Your bill of $3349 is due on December.,safe
Unauthorized login attempt detected. Verify your account: 903,fraud
You received a prize of $1008. Visit http://bit.ly/6982 to claim it.,fraud
Urgent! Your credit card will be blocked. Action required: 3299,fraud
Thank you for your payment of $4168.,safe
Thank you for your payment of $393.,safe
Unauthorized login attempt detected. Verify your account: 4844,fraud
You are selected for a loan of $2013. Apply here: http://bit.ly/4528,fraud
Confirm your password immediately: 1578,fraud
Your OTP is 4388. Please do not share it with anyone.,safe
Your account has been compromised. Verify now: 2954,fraud
Your subscription for 5206 has been renewed.,safe
Your account has been compromised. Verify now: 3611,fraud
Payment of $2042 was successfully processed.,safe
Your order #6291 has been shipped.,safe
You have an unpaid invoice of $4992. Pay now: http://bit.ly/1511,fraud
Your account has been compromised. Verify now: 1532,fraud
Your bank account ending with 7948 has been credited with $October.,safe
You have an unpaid invoice of $4376. Pay now: http://bit.ly/2411,fraud
Your subscription for 3448 has been renewed.,safe
You have an unpaid invoice of $481. Pay now: http://bit.ly/4221,fraud
Confirm your password immediately: 845,fraud
Your account statement for 6551 is now available.,safe
Your bill of $6267 is due on September.,safe
You received a prize of $1818. Visit http://bit.ly/1295 to claim it.,fraud
Urgent! Your credit card will be blocked. Action required: 235,fraud
Your package with tracking number 4389 is in transit.,safe
Your bank account ending with 8364 has been credited with $September.,safe
Congratulations! You won $1126. Click here to claim: http://bit.ly/1327,fraud
You are selected for a loan of $4526. Apply here: http://bit.ly/8301,fraud
Congratulations! You won $4970. Click here to claim: http://bit.ly/5664,fraud
Win a new iPhone! Click 2284 to enter.,fraud
Reminder: Your appointment is scheduled for 9937.,safe
Your bank account ending with 5928 has been credited with $August.,safe
Payment of $475 was successfully processed.,safe
Your subscription for 8289 has been renewed.,safe
Thank you for your payment of $7178.,safe
You are selected for a loan of $2654. Apply here: http://bit.ly/5896,fraud
You received a prize of $2252. Visit http://bit.ly/2254 to claim it.,fraud
Reminder: Your appointment is scheduled for 555.,safe
Congratulations! You won $519. Click here to claim: http://bit.ly/5770,fraud
Reminder: Your appointment is scheduled for 9397.,safe
Your subscription for 775 has been renewed.,safe
Your bank account ending with 7849 has been credited with $September.,safe
You have an unpaid invoice of $948. Pay now: http://bit.ly/1704,fraud
Congratulations! You won $4392. Click here to claim: http://bit.ly/1550,fraud
You received a prize of $3626. Visit http://bit.ly/8258 to claim it.,fraud
You have an unpaid invoice of $3759. Pay now: http://bit.ly/8105,fraud
You received a prize of $430. Visit http://bit.ly/1853 to claim it.,fraud
Account suspension notice! Click 3243 to reactivate.,fraud
Your package with tracking number 3623 is in transit.,safe
Reminder: Your appointment is scheduled for 8156.,safe
Your OTP is 7567. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 5106.,safe
You are selected for a loan of $2667. Apply here: http://bit.ly/1296,fraud
Your package with tracking number 7173 is in transit.,safe
Payment of $8536 was successfully processed.,safe
You are selected for a loan of $618. Apply here: http://bit.ly/9735,fraud
You have an unpaid invoice of $3827. Pay now: http://bit.ly/7518,fraud
Your subscription for 345 has been renewed.,safe
Reminder: Your appointment is scheduled for 7155.,safe
Urgent! Your credit card will be blocked. Action required: 2865,fraud
You received a prize of $3503. Visit http://bit.ly/8486 to claim it.,fraud
You have an unpaid invoice of $432. Pay now: http://bit.ly/7655,fraud
Thank you for your payment of $1777.,safe
Urgent! Your credit card will be blocked. Action required: 261,fraud
You are selected for a loan of $359. Apply here: http://bit.ly/2434,fraud
You are selected for a loan of $2558. Apply here: http://bit.ly/7595,fraud
Your OTP is 7299. Please do not share it with anyone.,safe
Your account statement for 6897 is now available.,safe
Win a new iPhone! Click 2432 to enter.,fraud
Your subscription for 2438 has been renewed.,safe
Account suspension notice! Click 560 to reactivate.,fraud
Congratulations! You won $4446. Click here to claim: http://bit.ly/4766,fraud
Your package with tracking number 6003 is in transit.,safe
Your account statement for 7199 is now available.,safe
Urgent! Your credit card will be blocked. Action required: 3613,fraud
Win a new iPhone! Click 904 to enter.,fraud
Your bank account ending with 3190 has been credited with $September.,safe
Your package with tracking number 2765 is in transit.,safe
Thank you for your payment of $6494.,safe
Urgent! Your credit card will be blocked. Action required: 3202,fraud
You have an unpaid invoice of $4213. Pay now: http://bit.ly/9988,fraud
Your account statement for 5015 is now available.,safe
Your subscription for 8912 has been renewed.,safe
You have an unpaid invoice of $3599. Pay now: http://bit.ly/8667,fraud
Payment of $7618 was successfully processed.,safe
Your OTP is 9636. Please do not share it with anyone.,safe
Win a new iPhone! Click 1942 to enter.,fraud
Thank you for your payment of $7095.,safe
Payment of $5670 was successfully processed.,safe
Your order #8133 has been shipped.,safe
Urgent! Your credit card will be blocked. Action required: 559,fraud
Your order #8215 has been shipped.,safe
Account suspension notice! Click 3865 to reactivate.,fraud
Win a new iPhone! Click 3442 to enter.,fraud
Your account has been compromised. Verify now: 1708,fraud
Your account has been compromised. Verify now: 752,fraud
Your bill of $4983 is due on October.,safe
Your account statement for 7058 is now available.,safe
Your subscription for 7858 has been renewed.,safe
Your bill of $4812 is due on September.,safe
Your account has been compromised. Verify now: 4496,fraud
Win a new iPhone! Click 3303 to enter.,fraud
Thank you for your payment of $4943.,safe
Unauthorized login attempt detected. Verify your account: 2310,fraud
Your order #5648 has been shipped.,safe
You have an unpaid invoice of $2366. Pay now: http://bit.ly/1838,fraud
Your OTP is 1963. Please do not share it with anyone.,safe
Your OTP is 9521. Please do not share it with anyone.,safe
You received a prize of $4013. Visit http://bit.ly/1826 to claim it.,fraud
Reminder: Your appointment is scheduled for 4283.,safe
Win a new iPhone! Click 4129 to enter.,fraud
Payment of $6567 was successfully processed.,safe
Thank you for your payment of $7609.,safe
Confirm your password immediately: 2584,fraud
Confirm your password immediately: 1763,fraud
Win a new iPhone! Click 3050 to enter.,fraud
Unauthorized login attempt detected. Verify your account: 2958,fraud
Account suspension notice! Click 1582 to reactivate.,fraud
You received a prize of $1870. Visit http://bit.ly/2144 to claim it.,fraud
Your bank account ending with 7710 has been credited with $October.,safe
You have an unpaid invoice of $4484. Pay now: http://bit.ly/5271,fraud
Thank you for your payment of $7428.,safe
Unauthorized login attempt detected. Verify your account: 1463,fraud
Win a new iPhone! Click 3203 to enter.,fraud
Your subscription for 9657 has been renewed.,safe
Confirm your password immediately: 421,fraud
Your OTP is 6767. Please do not share it with anyone.,safe
Your account has been compromised. Verify now: 1400,fraud
Your account statement for 3215 is now available.,safe
Your package with tracking number 5415 is in transit.,safe
You received a prize of $4398. Visit http://bit.ly/1823 to claim it.,fraud
You are selected for a loan of $4577. Apply here: http://bit.ly/2229,fraud
Your subscription for 5493 has been renewed.,safe
Unauthorized login attempt detected. Verify your account: 296,fraud
Confirm your password immediately: 562,fraud
Thank you for your payment of $9493.,safe
Win a new iPhone! Click 4748 to enter.,fraud
Confirm your password immediately: 2442,fraud
Congratulations! You won $4517. Click here to claim: http://bit.ly/3504,fraud
Congratulations! You won $2830. Click here to claim: http://bit.ly/7595,fraud
Payment of $7171 was successfully processed.,safe
Congratulations! You won $582. Click here to claim: http://bit.ly/1786,fraud
Urgent! Your credit card will be blocked. Action required: 1285,fraud
You have an unpaid invoice of $4173. Pay now: http://bit.ly/9403,fraud
You are selected for a loan of $2908. Apply here: http://bit.ly/7216,fraud
Your bank account ending with 7889 has been credited with $December.,safe
Your package with tracking number 3945 is in transit.,safe
Your order #251 has been shipped.,safe
Reminder: Your appointment is scheduled for 1851.,safe
You received a prize of $2790. Visit http://bit.ly/9045 to claim it.,fraud
You are selected for a loan of $106. Apply here: http://bit.ly/1827,fraud
Confirm your password immediately: 349,fraud
Your order #1981 has been shipped.,safe
You received a prize of $4577. Visit http://bit.ly/1096 to claim it.,fraud
Reminder: Your appointment is scheduled for 9688.,safe
Urgent! Your credit card will be blocked. Action required: 4608,fraud
Account suspension notice! Click 2666 to reactivate.,fraud
Your account statement for 5507 is now available.,safe
Reminder: Your appointment is scheduled for 9881.,safe
Your bill of $6048 is due on August.,safe
Your order #5165 has been shipped.,safe
Your order #2930 has been shipped.,safe
Thank you for your payment of $6682.,safe
You are selected for a loan of $2572. Apply here: http://bit.ly/1766,fraud
Win a new iPhone! Click 3495 to enter.,fraud
Your bank account ending with 8363 has been credited with $December.,safe
You are selected for a loan of $4467. Apply here: http://bit.ly/2402,fraud
Win a new iPhone! Click 2942 to enter.,fraud
Your OTP is 7114. Please do not share it with anyone.,safe
Your order #1872 has been shipped.,safe
You have an unpaid invoice of $1785. Pay now: http://bit.ly/5431,fraud
Your account has been compromised. Verify now: 4867,fraud
You have an unpaid invoice of $339. Pay now: http://bit.ly/5778,fraud
